Network	Bait	Prey	Bait_UniProt	Prey_UniProt	Interaction	SILAC Ratio               (Prey abundance in EGFRNetmtKRAS-Hi AP/Prey abundance in EV control AP)	Log2 (SILAC ratio)	t-test                    P value	Significance A	Is significantly rewired (relative to EGFRNetmtKRAS-Lo)?	Is interaction in Bioplex 2.0 (Huttlin et al., 2017)?	Is interaction in Rolland et al., 2014?	Is interaction in IID (Kotlyar et al. 2016)?	Is interaction in Hein et al., 2015?
EGFRNetmtKRAS-Hi	GAB1	CAV1	Q13480	Q03135	GAB1_CAV1	1.94	0.96	4.78E-02	8.85E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GAB1	DSG1	Q13480	Q02413	GAB1_DSG1	4.99	2.32	1.63E-02	9.75E-15	No	No	No	No	No
EGFRNetmtKRAS-Hi	GAB1	GRB2	Q13480	P62993	GAB1_GRB2	5.38	2.43	3.89E-04	5.23E-16	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GAB1	RPS27A	Q13480	P62979	GAB1_RPS27A	1.75	0.81	9.75E-03	4.34E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	GAB1	DSP	Q13480	P15924	GAB1_DSP	3.02	1.59	1.21E-02	7.95E-08	No	No	No	No	No
EGFRNetmtKRAS-Hi	GAB1	JUP	Q13480	P14923	GAB1_JUP	5.40	2.43	8.04E-03	4.56E-16	No	No	No	No	No
EGFRNetmtKRAS-Hi	GAB1	HSPA1A	Q13480	P08107	GAB1_HSPA1A	1.86	0.89	6.92E-05	1.84E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	GAB2	YWHAH	Q9UQC2	Q04917	GAB2_YWHAH	2.34	1.22	4.95E-02	2.23E-04	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GAB2	GAB2	Q9UQC2	Q9UQC2	GAB2_GAB2	22.84	4.51	6.58E-05	1.64E-39	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	GAB2	PARK7	Q9UQC2	Q99497	GAB2_PARK7	1.85	0.89	2.05E-02	4.16E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GAB2	EIF5A2	Q9UQC2	Q9GZV4	GAB2_EIF5A2	3.75	1.91	1.37E-02	1.02E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	GAB2	EIF5AL1	Q9UQC2	Q6IS14	GAB2_EIF5AL1	3.75	1.91	1.37E-02	1.02E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	GAB2	EIF5A	Q9UQC2	P63241	GAB2_EIF5A	3.75	1.91	1.37E-02	1.02E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GAB2	YWHAZ	Q9UQC2	P63104	GAB2_YWHAZ	3.58	1.84	7.94E-06	5.58E-08	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GAB2	GRB2	Q9UQC2	P62993	GAB2_GRB2	3.20	1.68	7.65E-06	5.42E-04	No	Yes	Yes	Yes	No
EGFRNetmtKRAS-Hi	GAB2	PPIA	Q9UQC2	P62937	GAB2_PPIA	2.45	1.29	6.52E-03	5.89E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GAB2	RAN	Q9UQC2	P62826	GAB2_RAN	2.14	1.10	2.02E-02	1.64E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GAB2	RPS8	Q9UQC2	P62241	GAB2_RPS8	1.50	0.59	3.90E-04	4.86E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GAB2	SFN	Q9UQC2	P31947	GAB2_SFN	1.87	0.90	6.55E-05	3.95E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GAB2	YWHAQ	Q9UQC2	P27348	GAB2_YWHAQ	2.32	1.21	1.01E-04	9.10E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GAB2	HSPA6	Q9UQC2	P17066	GAB2_HSPA6	2.06	1.05	1.98E-04	2.10E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GAB2	PRPS2	Q9UQC2	P11908	GAB2_PRPS2	1.87	0.90	1.81E-02	3.97E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GAB2	HSPA5	Q9UQC2	P11021	GAB2_HSPA5	1.60	0.67	5.22E-06	2.82E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GAB2	HSPD1	Q9UQC2	P10809	GAB2_HSPD1	1.82	0.87	2.70E-03	4.63E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	IGF2BP2	Q13322	Q9Y6M1	GRB10_IGF2BP2	1.77	0.83	2.11E-02	4.36E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	EXOSC1	Q13322	Q9Y3B2	GRB10_EXOSC1	2.40	1.26	1.29E-02	4.55E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	RCL1	Q13322	Q9Y2P8	GRB10_RCL1	1.83	0.87	2.30E-02	3.57E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	G3BP2	Q13322	Q9UN86	GRB10_G3BP2	1.79	0.84	1.53E-02	4.03E-02	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB10	AKAP8L	Q13322	Q9ULX6	GRB10_AKAP8L	2.09	1.07	1.36E-02	1.37E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	RBM28	Q13322	Q9NW13	GRB10_RBM28	3.71	1.89	1.23E-02	4.60E-05	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	EXOSC3	Q13322	Q9NQT5	GRB10_EXOSC3	1.93	0.95	2.72E-02	2.51E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	WDR6	Q13322	Q9NNW5	GRB10_WDR6	4.09	2.03	8.30E-03	1.33E-05	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	GRPEL1	Q13322	Q9HAV7	GRB10_GRPEL1	1.83	0.87	2.66E-03	3.61E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	DDX24	Q13322	Q9GZR7	GRB10_DDX24	2.85	1.51	1.37E-02	9.05E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	GTPBP4	Q13322	Q9BZE4	GRB10_GTPBP4	3.45	1.79	3.98E-02	1.13E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	MKI67IP	Q13322	Q9BYG3	GRB10_MKI67IP	3.25	1.70	3.11E-02	2.19E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	GRWD1	Q13322	Q9BQ67	GRB10_GRWD1	2.25	1.17	2.73E-02	7.80E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	EBNA1BP2	Q13322	Q99848	GRB10_EBNA1BP2	2.77	1.47	2.40E-02	1.21E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	USP9X	Q13322	Q93008	GRB10_USP9X	4.53	2.18	6.61E-03	3.35E-06	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	HSPH1	Q13322	Q92598	GRB10_HSPH1	3.07	1.62	2.54E-05	4.12E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	H1FX	Q13322	Q92522	GRB10_H1FX	3.05	1.61	2.28E-02	4.48E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	TFB1M	Q13322	Q8WVM0	GRB10_TFB1M	2.93	1.55	8.20E-03	6.76E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	CHCHD4	Q13322	Q8N4Q1	GRB10_CHCHD4	13.34	3.74	1.38E-05	6.09E-15	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	DHX30	Q13322	Q7L2E3	GRB10_DHX30	1.81	0.86	7.14E-03	3.82E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	PPP2R2D	Q13322	Q66LE6	GRB10_PPP2R2D	6.02	2.59	3.64E-04	4.44E-08	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	SRSF7	Q13322	Q16629	GRB10_SRSF7	1.82	0.86	2.20E-03	3.68E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB10	TRIP6	Q13322	Q15654	GRB10_TRIP6	2.38	1.25	2.68E-02	4.86E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	SEC23B	Q13322	Q15437	GRB10_SEC23B	3.17	1.66	3.87E-03	2.94E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	CUL7	Q13322	Q14999	GRB10_CUL7	3.70	1.89	2.61E-02	4.83E-05	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	RBM39	Q13322	Q14498	GRB10_RBM39	2.32	1.22	2.98E-02	5.98E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	GRB10	Q13322	Q13322	GRB10_GRB10	13.13	3.72	7.19E-12	8.69E-15	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB10	PPP3CB	Q13322	P16298	GRB10_PPP3CB	2.12	1.09	1.25E-02	1.22E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	PPP3CA	Q13322	Q08209	GRB10_PPP3CA	2.12	1.09	1.25E-02	1.22E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	YWHAH	Q13322	Q04917	GRB10_YWHAH	3.50	1.81	3.22E-02	9.44E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	PPP2CA	Q13322	P67775	GRB10_PPP2CA	9.79	3.29	4.14E-08	5.42E-12	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	PPP2R2A	Q13322	P63151	GRB10_PPP2R2A	9.60	3.26	2.30E-08	8.17E-12	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	UBB	Q13322	P0CG47	GRB10_UBB	1.86	0.90	2.71E-02	3.14E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	UBC	Q13322	P0CG48	GRB10_UBC	1.86	0.90	2.71E-02	3.14E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	UBA52	Q13322	P62987	GRB10_UBA52	1.86	0.90	2.71E-02	3.14E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	RPL37	Q13322	P61927	GRB10_RPL37	1.91	0.93	1.82E-02	2.67E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	USP11	Q13322	P51784	GRB10_USP11	2.18	1.13	2.55E-02	9.83E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	FXR1	Q13322	P51114	GRB10_FXR1	3.63	1.86	2.59E-02	6.08E-05	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB10	RPL5	Q13322	P46777	GRB10_RPL5	2.29	1.20	4.76E-04	6.59E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	NOP2	Q13322	P46087	GRB10_NOP2	3.86	1.95	1.33E-02	2.80E-05	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB10	HSPA9	Q13322	P38646	GRB10_HSPA9	3.56	1.83	7.74E-07	7.73E-05	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	HSPA4	Q13322	P34932	GRB10_HSPA4	2.12	1.08	8.41E-04	1.24E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	SFN	Q13322	P31947	GRB10_SFN	3.01	1.59	3.70E-03	5.07E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	PPP2R1A	Q13322	P30153	GRB10_PPP2R1A	8.01	3.00	1.02E-08	2.90E-10	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB10	CDH3	Q13322	P22223	GRB10_CDH3	2.21	1.14	3.82E-03	9.06E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	BTF3	Q13322	P20290	GRB10_BTF3	2.48	1.31	3.16E-02	3.42E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	HSPA7	Q13322	P48741	GRB10_HSPA7	4.49	2.17	3.71E-04	3.80E-06	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	HSPA6	Q13322	P17066	GRB10_HSPA6	4.49	2.17	3.71E-04	3.80E-06	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	HIST1H1C	Q13322	P16403	GRB10_HIST1H1C	3.69	1.88	1.88E-02	5.03E-05	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	HSPA8	Q13322	P11142	GRB10_HSPA8	2.35	1.23	3.61E-06	5.42E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	HSPA5	Q13322	P11021	GRB10_HSPA5	3.33	1.73	1.18E-06	1.70E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	HIST1H1D	Q13322	P16402	GRB10_HIST1H1D	2.67	1.42	2.97E-04	1.69E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	HIST1H1E	Q13322	P10412	GRB10_HIST1H1E	2.67	1.42	2.97E-04	1.69E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	HSPA1A	Q13322	P08107	GRB10_HSPA1A	2.99	1.58	2.21E-06	5.40E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	P4HB	Q13322	P07237	GRB10_P4HB	2.04	1.03	2.09E-03	1.69E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	RPLP1	Q13322	P05386	GRB10_RPLP1	3.76	1.91	1.70E-02	3.95E-05	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB10	AIFM1	Q13322	O95831	GRB10_AIFM1	8.91	3.16	3.23E-07	3.66E-11	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB10	BAG2	Q13322	O95816	GRB10_BAG2	1.85	0.89	5.11E-03	3.29E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	HSPA4L	Q13322	O95757	GRB10_HSPA4L	3.28	1.71	3.80E-03	1.99E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	CRTAP	Q13322	O75718	GRB10_CRTAP	4.36	2.12	7.29E-03	5.75E-06	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB10	POLRMT	Q13322	O00411	GRB10_POLRMT	2.90	1.54	2.19E-03	7.38E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	RUVBL1	P62993	Q9Y265	GRB2_RUVBL1	1.47	0.55	2.97E-05	3.43E-02	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	RUVBL2	P62993	Q9Y230	GRB2_RUVBL2	1.50	0.58	1.55E-05	2.80E-02	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	TUBB6	P62993	Q9BUF5	GRB2_TUBB6	1.59	0.67	4.64E-03	1.42E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	PTPN11	P62993	Q06124	GRB2_PTPN11	2.62	1.39	8.78E-03	2.08E-06	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	AKAP12	P62993	Q02952	GRB2_AKAP12	1.74	0.80	4.77E-03	4.20E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	FKBP4	P62993	Q02790	GRB2_FKBP4	1.48	0.57	1.65E-02	3.06E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	TMSB10	P62993	P63313	GRB2_TMSB10	1.50	0.58	4.55E-04	2.81E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	HIST1H4A	P62993	P62805	GRB2_HIST1H4A	1.97	0.98	3.41E-02	6.38E-04	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	HNRNPK	P62993	P61978	GRB2_HNRNPK	1.53	0.61	4.14E-05	2.19E-02	No	No	Yes	Yes	No
EGFRNetmtKRAS-Hi	GRB2	CSE1L	P62993	P55060	GRB2_CSE1L	1.49	0.57	1.29E-02	3.01E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	YWHAB	P62993	P31946	GRB2_YWHAB	1.43	0.51	1.49E-02	4.58E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	GOT1	P62993	P17174	GRB2_GOT1	1.80	0.85	4.37E-02	2.65E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	SLC25A6	P62993	P12236	GRB2_SLC25A6	1.68	0.75	4.52E-02	6.59E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	HSPA1A	P62993	P08107	GRB2_HSPA1A	1.48	0.57	1.19E-04	3.05E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	SLC25A5	P62993	P05141	GRB2_SLC25A5	1.97	0.98	3.43E-05	6.22E-04	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	CAPNS1	P62993	P04632	GRB2_CAPNS1	1.55	0.63	2.46E-02	1.86E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	EGFR	P62993	P00533	GRB2_EGFR	3.07	1.62	2.35E-04	4.22E-08	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	H2BFS	P62993	P57053	GRB2_H2BFS	2.16	1.11	4.39E-02	1.23E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	HIST1H2BL	P62993	Q99880	GRB2_HIST1H2BL	2.16	1.11	4.39E-02	1.23E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	HIST1H2BM	P62993	Q99879	GRB2_HIST1H2BM	2.16	1.11	4.39E-02	1.23E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	HIST1H2BN	P62993	Q99877	GRB2_HIST1H2BN	2.16	1.11	4.39E-02	1.23E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	HIST1H2BH	P62993	Q93079	GRB2_HIST1H2BH	2.16	1.11	4.39E-02	1.23E-04	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	HIST2H2BF	P62993	Q5QNW6	GRB2_HIST2H2BF	2.16	1.11	4.39E-02	1.23E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	HIST1H2BC	P62993	P62807	GRB2_HIST1H2BC	2.16	1.11	4.39E-02	1.23E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	HIST1H2BD	P62993	P58876	GRB2_HIST1H2BD	2.16	1.11	4.39E-02	1.23E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	HIST1H2BK	P62993	O60814	GRB2_HIST1H2BK	2.16	1.11	4.39E-02	1.23E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	ARHGEF35	P62993	A5YM69	GRB2_ARHGEF35	3.69	1.88	2.83E-02	2.26E-10	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	GIT1	P62993	Q9Y2X7	GRB2_GIT1	4.55	2.18	2.78E-04	5.39E-07	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	DNM3	P62993	Q9UQ16	GRB2_DNM3	8.23	3.04	4.50E-07	7.05E-12	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	ASAP1	P62993	Q9ULH1	GRB2_ASAP1	15.74	3.98	3.24E-06	6.44E-19	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	ERRFI1	P62993	Q9UJM3	GRB2_ERRFI1	12.12	3.60	1.25E-04	3.27E-33	Yes	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	VPS37B	P62993	Q9H9H4	GRB2_VPS37B	6.77	2.76	1.41E-03	4.21E-10	No	Yes	No	No	No
EGFRNetmtKRAS-Hi	GRB2	DOCK5	P62993	Q9H7D0	GRB2_DOCK5	7.37	2.88	1.06E-07	7.44E-11	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	FAM59A	P62993	Q9H706	GRB2_FAM59A	7.71	2.95	3.16E-06	2.89E-11	Yes	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	TSG101	P62993	Q99816	GRB2_TSG101	8.19	3.03	1.35E-04	7.99E-12	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	PHB2	P62993	Q99623	GRB2_PHB2	1.51	0.59	7.15E-03	2.58E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	SNX18	P62993	Q96RF0	GRB2_SNX18	8.38	3.07	2.15E-02	4.79E-12	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	ARAP1	P62993	Q96P48	GRB2_ARAP1	13.55	3.76	9.93E-04	3.97E-17	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	ELMO2	P62993	Q96JJ3	GRB2_ELMO2	5.65	2.50	8.97E-04	1.32E-08	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	ELMO3	P62993	Q96BJ8	GRB2_ELMO3	7.85	2.97	1.35E-05	1.99E-11	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	WIPF2	P62993	Q8TF74	GRB2_WIPF2	25.23	4.66	1.00E-05	3.56E-25	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	DOCK4	P62993	Q8N1I0	GRB2_DOCK4	8.28	3.05	3.34E-03	6.27E-12	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	SGK223	P62993	Q86YV5	GRB2_SGK223	1.96	0.97	3.13E-02	1.36E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	PIK3AP1	P62993	Q6ZUJ8	GRB2_PIK3AP1	11.53	3.53	2.72E-08	2.63E-15	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	RPL22L1	P62993	Q6P5R6	GRB2_RPL22L1	2.29	1.20	4.59E-03	3.34E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	LRRK1	P62993	Q38SD2	GRB2_LRRK1	5.23	2.39	2.34E-02	5.20E-08	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	DOCK1	P62993	Q14185	GRB2_DOCK1	5.43	2.44	8.02E-04	2.68E-08	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	CBLB	P62993	Q13191	GRB2_CBLB	7.95	2.99	2.97E-03	1.49E-11	No	Yes	Yes	Yes	No
EGFRNetmtKRAS-Hi	GRB2	ARHGEF5	P62993	Q12774	GRB2_ARHGEF5	26.01	4.70	5.99E-04	1.30E-25	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	SOS2	P62993	Q07890	GRB2_SOS2	9.16	3.20	1.37E-06	1.39E-26	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	SOS1	P62993	Q07889	GRB2_SOS1	35.29	5.14	1.30E-04	3.25E-30	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	DNM1	P62993	Q05193	GRB2_DNM1	15.61	3.96	1.69E-02	8.12E-19	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	PLOD1	P62993	Q02809	GRB2_PLOD1	5.56	2.47	9.17E-05	1.76E-08	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	CLTC	P62993	Q00610	GRB2_CLTC	2.06	1.04	3.18E-03	8.79E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	SLC25A3	P62993	Q00325	GRB2_SLC25A3	1.54	0.62	2.91E-03	2.10E-02	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	YWHAZ	P62993	P63104	GRB2_YWHAZ	2.00	1.00	1.11E-04	1.13E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	GRB2	P62993	P62993	GRB2_GRB2	16.21	4.02	2.42E-12	6.61E-41	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	PPIA	P62993	P62937	GRB2_PPIA	1.76	0.82	2.20E-02	2.99E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	YWHAE	P62993	P62258	GRB2_YWHAE	1.68	0.75	3.35E-03	4.15E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	YWHAG	P62993	P61981	GRB2_YWHAG	1.79	0.84	3.51E-04	2.65E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	DNM2	P62993	P50570	GRB2_DNM2	10.41	3.38	9.70E-05	1.68E-29	Yes	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	HSPA9	P62993	P38646	GRB2_HSPA9	1.84	0.88	1.18E-03	2.20E-02	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	PHB	P62993	P35232	GRB2_PHB	1.96	0.97	1.56E-02	6.97E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	CAD	P62993	P27708	GRB2_CAD	5.06	2.34	1.34E-04	8.99E-08	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	CBL	P62993	P22681	GRB2_CBL	36.60	5.19	6.56E-05	8.67E-31	Yes	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	PTPRA	P62993	P18433	GRB2_PTPRA	5.07	2.34	2.55E-04	4.09E-15	Yes	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	PTPN1	P62993	P18031	GRB2_PTPN1	5.30	2.41	1.66E-02	4.08E-08	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	EEF2	P62993	P13639	GRB2_EEF2	1.75	0.81	7.97E-05	3.14E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	HSPA8	P62993	P11142	GRB2_HSPA8	1.90	0.93	2.68E-05	1.71E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	HSPA5	P62993	P11021	GRB2_HSPA5	2.00	1.00	2.18E-06	1.13E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	HSPB1	P62993	P04792	GRB2_HSPB1	1.96	0.97	4.61E-03	1.35E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	TRUB2	P62993	O95900	GRB2_TRUB2	2.05	1.04	3.08E-02	9.17E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	GRB2	PIK3C2B	P62993	O00750	GRB2_PIK3C2B	7.03	2.81	1.07E-05	1.98E-10	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB2	WASL	P62993	O00401	GRB2_WASL	18.76	4.23	4.17E-08	3.93E-21	Yes	Yes	Yes	Yes	No
EGFRNetmtKRAS-Hi	GRB2	WIPF3	P62993	A6NGB9	GRB2_WIPF3	7.71	2.95	1.12E-06	2.93E-11	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	GRB7	NOC2L	Q14451	Q9Y3T9	GRB7_NOC2L	4.53	2.18	2.37E-03	2.05E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB7	MRPS2	Q14451	Q9Y399	GRB7_MRPS2	4.03	2.01	2.38E-03	2.90E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB7	MRPS7	Q14451	Q9Y2R9	GRB7_MRPS7	4.68	2.23	1.65E-03	1.85E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB7	C19ORF53	Q14451	Q9UNZ5	GRB7_C19ORF53	4.79	2.26	1.84E-03	1.72E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	GRB7	RPF2	Q14451	Q9H7B2	GRB7_RPF2	4.54	2.18	1.53E-02	2.03E-02	No	No	No	No	No
