Majority protein IDs	Gene_name_canonical	graph_localization_annotation	umap_1	umap_2	3D_umap_1	3D_umap_2	3D_umap_3
A0A024QZS4;P30405;B2R6X6	PPIF	mitochondrion	-1.452988	-5.4834533	0.2956423	5.7343874	8.577845
P50336;A0A494C146	PPOX	mitochondrion	-1.4405084	-6.560561	0.24381705	6.625839	8.0291815
Q8NI37	PPTC7	mitochondrion	-2.1887562	-6.6500654	0.8810627	6.613132	7.7485933
A0A384MTR2;P30048;Q53HC2	PRDX3	mitochondrion	-1.5462126	-5.8363237	0.35973167	5.960212	8.3723955
V9HW35;P30044	PRDX5	mitochondrion	-0.63991624	-5.5760565	-0.5461539	5.8539934	8.632386
Q9Y3B1	PRELID3B	mitochondrion	-2.3884373	-6.83448	1.1204482	6.7976184	7.5206723
Q4J6C6	PREPL	mitochondrion	-1.4951376	-6.5925317	0.20558643	6.6247296	7.9954786
O15091	PRORP	mitochondrion	-0.632457	-6.270598	-0.5702877	6.4683504	8.37475
G3V325;B4DJ38;A4D273;O75127;Q3ZB84;Q3SYP6	PTCD1	mitochondrion	-0.75355357	-5.737698	-0.46706808	5.9639106	8.516672
A0A024RAM6;Q8WV60;B3KPU6;F6S289;D6RGK0	PTCD2	mitochondrion	-1.9762197	-6.3046713	0.6618443	6.359661	7.9693594
Q96EY7;B2RDU4	PTCD3	mitochondrion	-0.17840062	-5.3059487	-1.0022368	5.6060085	8.912235
Q9H7Z7;A0A7I2V5T7;B3KPZ2;A0A7I2V5X6;A6NHH0	PTGES2	mitochondrion	-1.5397379	-5.511755	0.35222933	5.6755605	8.481237
Q8N4Q0;Q4G1C4	PTGR3	mitochondrion	-0.97284883	-6.332911	-0.24508673	6.52847	8.270445
Q8WUK0	PTPMT1	mitochondrion	-1.4182147	-6.4502635	0.24130398	6.5509114	8.062596
Q6GMV3	PTRHD1	mitochondrion	-12.526578	-10.576394	5.835239	8.128041	1.8982508
A8K274;P53801;A8MXQ1;A8MZH8;B4DRD2	PTTG1IP	mitochondrion	-0.2789414	-5.6314645	-0.87665194	5.9365606	8.748018
E5KMT6;G8JLB3;E5KMT5;Q9Y606;A0A024RBS6;F5H1S9	PUS1	mitochondrion	-1.0373304	-5.668659	-0.16914928	5.8838897	8.378082
Q8N0Z8	PUSL1	mitochondrion	-2.1597576	-6.689512	0.88123596	6.675989	7.727936
E7D7X9;A0A024R8U9;P32322;E2QRB3;E7D7Y0;J3KQ22;Q2TU78;B7Z8T1;J3QLK9;Q8TBX0	PYCR1	mitochondrion	-1.4752861	-5.483759	0.19626203	5.639992	8.495983
A0A0S2Z5U6;Q96C36;A0A087WTV6;A0A024R3Q9;J3KR12;B4DQK8;Q8NCZ0	PYCR2	mitochondrion	-1.1903385	-5.2821646	0.014683958	5.590051	8.768412
A0A140VKA9;P09417;B7Z415;D6RGG7	QDPR	mitochondrion	-2.3944628	-6.536506	1.0719824	6.6140957	7.5752935
Q9H0R6;X6R772	QRSL1	mitochondrion	-0.71965164	-6.3422184	-0.4517671	6.5590277	8.288674
B2RAR3;Q9BXR0	QTRT1	mitochondrion	-2.1547163	-6.492336	0.7989639	6.523311	7.740762
Q9H974	QTRT2	mitochondrion	-1.5713825	-5.8652654	0.396512	6.0055304	8.28753
O60518;B4DTX6	RANBP6	mitochondrion	-2.097483	-6.4262614	0.8037748	6.4940867	7.7841086
Q5T160;H0UI22	RARS2	mitochondrion	-0.8921137	-6.3191686	-0.2985497	6.4812756	8.250973
Q8N0V3	RBFA	mitochondrion	-1.5620257	-5.889724	0.38847172	6.0535455	8.274504
Q96I51	RCC1L	mitochondrion	-0.5397083	-5.531685	-0.687752	5.8938184	8.676048
A0A024R4M8;Q8NBN7;G8JLA1;B2RDH1;B3KVA3;A8K6B4	RDH13	mitochondrion	-0.27741972	-5.409663	-0.9808359	5.6787753	8.721486
Q9Y3B8;H0YGR4;F5GYG5	REXO2	mitochondrion	-2.3727267	-6.455072	0.94532025	6.5467587	7.6699033
Q8IXI2;H7BXZ6	RHOT1	mitochondrion	-0.70891	-6.2561626	-0.44759402	6.432323	8.3446455
Q8IXI1	RHOT2	mitochondrion	-0.36717466	-5.277489	-0.7814702	5.5692925	8.825633
A0A024R9H2;P52758;H0YB34;H0YBX3	RIDA	mitochondrion	-1.0661672	-6.135972	-0.20066221	6.3571043	8.387165
Q96DB5;E5RH53;H0YB83;H0YB03;H0YC67	RMDN1	mitochondrion	-0.72849095	-5.352492	-0.40932697	5.5929585	8.606132
A0A024R9P6;Q96TC7;B3KUI4;H0YMB1	RMDN3	mitochondrion	-0.9059647	-5.7026396	-0.31896177	5.9505706	8.625989
Q9NWS8;A0A2R8Y4J4;A0A087WXU0	RMND1	mitochondrion	-1.445015	-6.5144286	0.23046012	6.5716567	8.034857
P60602	ROMO1	mitochondrion	-2.156525	-6.761825	0.9328739	6.774185	7.63163
A0A024R1L3;Q9H0J7;B0QY95;Q9NQG6	RP5-1104E15.5	mitochondrion	-1.0795056	-6.384786	-0.1522218	6.585332	8.193815
Q6P087;C9JM75;H7C454	RPUSD3	mitochondrion	-1.5640271	-5.5559897	0.35509083	5.7727785	8.502867
A0A024R3K2;Q96CM3;B4DUN4	RPUSD4	mitochondrion	-0.98230976	-6.208809	-0.26066127	6.260645	8.242632
Q9HA92	RSAD1	mitochondrion	-1.5090886	-6.5533395	0.2707399	6.616787	8.002462
B2R9Y1;Q8WWV3	RTN4IP1	mitochondrion	-1.9174153	-6.8022404	0.6867048	6.797065	7.7554407
B4DN54;B3KUE6	SAMM50	mitochondrion	-0.9071719	-6.0340676	-0.2790917	6.2711587	8.438038
Q9Y512	SAMM50	mitochondrion	-0.36465067	-5.1736107	-0.8290041	5.556136	8.894752
Q0D2N8;Q6SZW1;Q05B42;B4DXM0	SARM1	mitochondrion	-2.0105212	-6.5566874	0.71190196	6.572237	7.8199244
M0QWZ7;Q9NP81;M0R259;A0A024R0H0	SARS2	mitochondrion	-0.10276805	-5.31243	-1.0493293	5.6492515	8.893348
O75880;J3QL56	SCO1	mitochondrion	-0.44808313	-5.308052	-0.7476012	5.672033	8.790442
O43819	SCO2	mitochondrion	-0.2518151	-5.161782	-0.8787071	5.56407	8.91211
A0A024QZ30;P31040;D6RFM5;Q0QF12;B3KT34;A0A087X1I3	SDHA	mitochondrion	-1.4150404	-5.3780007	0.22488199	5.658037	8.615167
Q9NX18;F5GYJ5;F8W679;M0QYN2;F5GXW4;M0R060;F5H5T6	SDHAF2	mitochondrion	-1.3349456	-6.6321874	0.043114047	6.742809	7.984605
Q9NRP4	SDHAF3	mitochondrion	-1.4693818	-6.53808	0.15558732	6.6041307	8.055704
I6L976;Q5VUM1	SDHAF4	mitochondrion	-1.1559042	-6.4293895	-0.108079314	6.519827	8.185646
P21912	SDHB	mitochondrion	-1.1941353	-5.4244304	-0.059607442	5.6453447	8.57638
A0A0S2Z4B7;Q99643;D3DVH1;A0A0S2Z4C9;B4DEL5;Q6IAQ2	SDHC	mitochondrion	-2.424289	-6.8937364	1.1342752	6.813495	7.513403
Q9NRG7	SDR39U1	mitochondrion	-0.54411894	-5.6391106	-0.613525	5.868454	8.452475
Q96JX3;A0A2R8Y511;A0A2R8YFH3;A0A2R8Y3S0;A0A2R8YD19;U3KQE4	SERAC1	mitochondrion	-2.3289547	-6.812714	1.0624299	6.7636423	7.582734
Q9H9B4;D6RFI0;S4R2X2;D6RDG7	SFXN1	mitochondrion	-1.296998	-5.45103	0.09269599	5.6202364	8.5310545
Q96NB2;A0A1B0GX61;R4GMW0	SFXN2	mitochondrion	-0.71972835	-5.774964	-0.42010358	6.0264997	8.492894
Q9BWM7;A0A1P0AYU5;B4DRS6;S4R3N9	SFXN3	mitochondrion	-2.316027	-6.7096806	1.0078529	6.7083607	7.6249495
Q6P4A7	SFXN4	mitochondrion	-0.13936979	-5.3351507	-0.98895764	5.629698	8.888384
Q8TD22;B8ZZJ6;C9JIV5;H7C1S9	SFXN5	mitochondrion	-2.1991215	-6.688747	0.9189962	6.6603837	7.7021794
P34897;V9HW06;A0A024RB99;Q53ET4;B4DJQ3;Q5HYG8;B4E1G2;Q5BJF5;B4DP88;B4DW25;B4DWA7;B4DLV4;H0YIZ0	SHMT2	mitochondrion	-1.4276556	-5.657062	0.24211441	5.873649	8.421963
B7Z7G4;Q9NTG7;E9PN58;B7Z777;E9PK80;E9PM75;B7ZA60;B7Z5J1;B7Z580	SIRT3	mitochondrion	-1.8363857	-6.773991	0.5284257	6.7889957	7.7569327
A0A024R012;Q9NXA8;A0A7P0T915;A0A7P0TBF5;A0A7P0TA05;A0A7P0T9X1;A0A7P0Z490;A0A7P0T877;A0A7P0Z4N6;A0A7P0Z4F6	SIRT5	mitochondrion	-1.9616166	-6.5960627	0.65025896	6.6416764	7.730738
Q6LAP8;P53007;D9HTE9;B4DP62	SLC25A1	mitochondrion	-1.4477503	-5.334405	0.17569816	5.535723	8.578202
A0A0S2Z382;Q9UBX3;A0A0S2Z3G3;A0A0S2Z3I3	SLC25A10	mitochondrion	-1.5117538	-5.3722053	0.23777822	5.577972	8.555798
B4DLN1;B4E1E9	SLC25A10	mitochondrion	-1.2776096	-5.508935	0.07979666	5.7584605	8.544774
Q02978;Q6IBH0;I3L1P8	SLC25A11	mitochondrion	-1.1858443	-5.299198	0.000683406	5.611091	8.730361
O75746;B3KMV8	SLC25A12	mitochondrion	-0.8414235	-6.052408	-0.3100763	6.135695	8.340638
Q9UJS0;Q53GR7	SLC25A13	mitochondrion	-0.68946844	-5.5387764	-0.45797962	5.790298	8.632803
F6SL11;O95258;B4DJN2;B4DMK1;Q5JY88	SLC25A14	mitochondrion	-1.2757821	-5.8117166	0.19538687	5.9302716	8.423962
B2R921;Q9Y619;B4DL63	SLC25A15	mitochondrion	-1.8148268	-6.715545	0.49425042	6.824907	7.7672353
Q8NBT6;Q5JPC1;Q9HC21	SLC25A19	mitochondrion	-1.1441116	-6.28908	-0.04930183	6.3679304	8.305864
O43772;B4DWZ5	SLC25A20	mitochondrion	-1.7437097	-6.6966333	0.50713676	6.7377157	7.8451757
Q9BQT8	SLC25A21	mitochondrion	-1.84696	-6.632518	0.7231958	6.6857657	7.746422
Q9H936;E9PJH7;A0A0D9SFE1;A0A024RCA6;A0A0D9SEI9;K4DIA8;K4DIB8;E9PS95;K4DIB6;K4DIB3	SLC25A22	mitochondrion	-0.58099735	-5.3102374	-0.57187456	5.685741	8.930571
Q6NUK1;B7ZB41;B4E290	SLC25A24	mitochondrion	-0.25960937	-5.471268	-0.9339949	5.760528	8.719529
Q6KCM7	SLC25A25	mitochondrion	-1.6246136	-6.6241255	0.35939455	6.6719294	7.935311
Q96A46	SLC25A28	mitochondrion	-2.390602	-6.8583317	1.1299303	6.775692	7.517092
Q8N8R3	SLC25A29	mitochondrion	-1.9667203	-6.570988	0.78547966	6.5399375	7.909553
Q8NCF7;A0A024RBE8;B2RE88;Q53HC3;F8VVM2	SLC25A3	mitochondrion	-1.6423856	-5.769769	0.46530136	5.9956617	8.38696
Q5SVS4;B3KSR0;B3KTE8;E5RIW6	SLC25A30	mitochondrion	-2.2161984	-6.80094	0.87367845	6.7325077	7.7163463
Q9H2D1;B3KWP3;A0A3B3IRK5;B4DUQ5	SLC25A32	mitochondrion	-1.9892415	-6.6939588	0.68166727	6.7064233	7.7509303
A0A384MEA9;Q96CQ1;J3KQA4;B4DL01;F6SDC8;A0A3B3ISS3	SLC25A36	mitochondrion	-1.9897939	-6.730648	0.81094646	6.7299285	7.7498918
A0A0S2Z3H3;P12235;V9GYG0;A0A0S2Z359;Q59EP7	SLC25A4	mitochondrion	-0.75021505	-5.8360806	-0.41807592	6.0656924	8.539459
Q8TBP6	SLC25A40	mitochondrion	-2.1137798	-6.7820935	0.8299023	6.8057613	7.652091
Q96AG3;B4DY98	SLC25A46	mitochondrion	-1.3873262	-6.531499	0.16089904	6.567487	8.06828
P05141;Q6NVC0	SLC25A5	mitochondrion	-1.6648957	-5.8661284	0.41214266	5.982837	8.311613
P12236;Q6I9V5	SLC25A6	mitochondrion	-1.002904	-5.42221	-0.1937044	5.7818046	8.784409
A0A0S2Z514;Q6PML9;A0A024R9W8;B2R745;A0A0S2Z512;B4DSU2	SLC30A9	mitochondrion	-0.98137015	-6.41768	-0.23089194	6.5842195	8.174792
L0R6Q1	SLC35A4	mitochondrion	-1.3309753	-6.2416735	0.028930644	6.3399987	8.270783
Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7	SLIRP	mitochondrion	-1.2587801	-5.6640587	0.09625586	5.7911963	8.554934
Q96EX1;L0R6D7;E5RH51	SMIM12	mitochondrion	-0.40441552	-5.8543844	-0.7637611	6.10951	8.47937
Q8N5G0;E5RH91	SMIM20	mitochondrion	-1.4078997	-6.5042586	0.18749633	6.5862007	8.052237
A0A096LPB2;A0A096LP01	SMIM26	mitochondrion	-1.1301811	-6.059522	-0.000256028	6.2811203	8.262796
Q96KF7;V9GYL2;V9GYF9	SMIM8	mitochondrion	-1.6125027	-6.6398635	0.354622	6.7109647	7.8752766
Q7Z7M4;P04179;A0A384NL29;Q7Z7M7;Q4ZJI1;Q7Z7M6;Q7Z7M5;F5H4R2;F5GYZ5;F5H3C5	SOD2	mitochondrion	-1.112875	-6.2711744	-0.13769272	6.4343557	8.12359
A8K6Z0;B3KS41;B3KWT9	SPATA20	mitochondrion	-2.4722486	-6.893052	1.1876043	6.809662	7.4790835
Q9UQ90;A0A2R8Y4Y7;A0A2U3TZH1;A0A2R8YFW4;A0A2R8Y7B8;A0A2R8YDQ1;A0A2R8Y726;A0A2R8Y3M4;A0A2R8Y7E2;A0A2R8Y6K2;A0A2R8YFJ7;A0A2R8Y6E8;A0A2R8YGZ0	SPG7	mitochondrion	-1.7016947	-6.7200947	0.43703985	6.7903666	7.794995
P35270	SPR	mitochondrion	-1.6806861	-5.926941	0.4967625	6.0962834	8.167232
Q8WW59;B4DUC9	SPRYD4	mitochondrion	-0.10956099	-5.2932234	-1.0152249	5.6086535	8.806931
Q567R6;A4D1U3;Q04837;A0A0G2JLD8;E7EUY5;B7Z268;C9K0U8	SSBP1	mitochondrion	-1.2336819	-5.458897	0.003484108	5.7783465	8.678835
A8K575;B3KNN8	STARD7	mitochondrion	-1.9425594	-6.6020846	0.7050497	6.6098065	7.8021097
Q9UJZ1;A0A087WYB4;Q6ZNW0	STOML2	mitochondrion	-1.3879199	-5.365902	0.23441091	5.629818	8.653473
E5KS55;B7ZAF6;Q7Z503;Q9P2R7;E5KS60;A0A2R8YDQ9;B4DRV2;A0A2R8Y6Y7;Q6N0B1;B4DY87;Q5T9Q5;B7Z9S6;A0A0S2Z511	SUCLA2	mitochondrion	-0.39997056	-5.1783867	-0.7168598	5.543682	8.89531
Q6IAL5;A8K4W7;P53597;B2R8A1;A0A494C0D1;B7Z438	SUCLG1	mitochondrion	-1.0625995	-5.2870502	-0.17357995	5.5135183	8.623827
Q96I99;Q3ZCW5;E9PDQ8;B7Z2D5	SUCLG2	mitochondrion	-1.1839405	-5.2432775	-0.009682791	5.5568075	8.758592
B4DJF0;Q9HAC7;H0Y4N1	SUGCT	mitochondrion	-2.3091323	-6.82286	1.0151435	6.796936	7.590454
B2R6Y2	SUOX	mitochondrion	-1.6805723	-6.638492	0.48160887	6.696352	7.8198442
Q8IYB8;B7Z611	SUPV3L1	mitochondrion	-0.27631655	-5.6667247	-0.88383913	5.9930816	8.766009
A0A0S2Z523;E5KRX5;Q15526;A0A087WYS9	SURF1	mitochondrion	-1.5217358	-6.647338	0.25770977	6.717351	7.9033713
A0A087WYV9;A0A087X1F5	SYNJ2BP-COX16	mitochondrion	0.05414125	-5.363915	-1.2316743	5.7058997	8.7277565
Q9BSH4	TACO1	mitochondrion	-0.29981378	-5.202818	-0.8496975	5.551048	8.892678
A0A494C004;A0A0S2Z4E6;A0A0S2Z4K0;Q16635;A0A0S2Z4F4;A0A0S2Z4K9;A0A499FJ53;A6XNE1;A0A494C0D2;A0A494C0V5;A0A494C0C5;D3DWX1;F6Y2X3	TAFAZZIN	mitochondrion	-1.9294088	-6.4109507	0.75648606	6.343243	7.95683
Q96BW9;A0A0G2JQ92	TAMM41	mitochondrion	-1.066157	-6.2480917	-0.16403492	6.3922687	8.293319
Q9BW92	TARS2	mitochondrion	-0.5273597	-5.2680345	-0.5763562	5.5010524	8.858343
D3DVL7;B4DU42;Q969Z0;B3KRS4;B3KM73;B3KMT3;C9J7P5	TBRG4	mitochondrion	-0.35331556	-5.304147	-0.7643097	5.553264	8.759705
Q5SZR4;B3KPI5;Q9Y2W6;B4DZR8;F6TB26;B4DJ68	TDRKH	mitochondrion	-0.19666545	-5.5771623	-1.0340325	5.7668223	8.642308
Q96QE5;J3KTG7;B4DPU1	TEFM	mitochondrion	-1.5725801	-6.0578775	0.32132095	6.214301	8.221145
Q6LES8;E5KSX8;E5KSU5;Q00059;H7BYN3	TFAM	mitochondrion	-1.5695502	-5.6545534	0.37036172	5.829691	8.364235
E5KTM5;Q8WVM0	TFB1M	mitochondrion	-1.6417203	-5.6728053	0.46363804	5.889347	8.362756
Q9H5Q4;A0A024R5R8	TFB2M	mitochondrion	-0.50333714	-5.9476137	-0.6221816	6.1968055	8.44656
Q5T1C6	THEM4	mitochondrion	-1.8599336	-6.585129	0.59517527	6.599288	7.8441486
Q9NWX6;Q9H8R6;B4E366	THG1L	mitochondrion	-1.9339205	-6.5709496	0.6427803	6.6458035	7.758134
Q8IYQ7;Q8N9J5	THNSL1	mitochondrion	-0.7775582	-6.4060555	-0.43214026	6.5951543	8.246258
P62072	TIMM10	mitochondrion	-0.1602182	-5.624991	-0.94058883	5.892265	8.638977
Q9Y5J6;B2R4A9	TIMM10B	mitochondrion	-0.11693931	-5.617725	-1.0199851	5.8665	8.617144
Q9Y5L4;K7EIT2	TIMM13	mitochondrion	-1.8795379	-6.1234303	0.6093446	6.194701	8.108248
Q99595;Q7RU05;A0PJ74	TIMM17A	mitochondrion	-1.1255502	-6.24891	0.040438946	6.5100503	8.148005
O60830;V9GYS0	TIMM17B	mitochondrion	-0.344392	-5.6875167	-0.83743006	5.927384	8.583926
A8K1K8;Q9BVV7	TIMM21	mitochondrion	-0.57183254	-5.836386	-0.63057286	6.0459466	8.5077505
Q9Y584	TIMM22	mitochondrion	-1.7075514	-6.379813	0.4907717	6.3850636	8.053084
O14925;B1APJ0	TIMM23	mitochondrion	-1.4375325	-5.7420983	0.23881885	5.952213	8.448702
Q9BSF4	TIMM29	mitochondrion	-0.5712729	-5.3976774	-0.6936559	5.5840883	8.677822
Q53G69;O43615;M0QXU7	TIMM44	mitochondrion	-1.2655278	-5.293006	0.056877114	5.5822067	8.6548815
Q0VAB1;A0A024R0M6;M0R003	TIMM50	mitochondrion	-1.3810117	-5.395661	0.11349085	5.638523	8.613667
O60220	TIMM8A	mitochondrion	-1.7735721	-5.9464755	0.5233702	6.066662	8.215957
Q9Y5J9;E9PIR3	TIMM8B	mitochondrion	-2.0154397	-6.1789703	0.72650355	6.2480874	8.023974
A0A024R648;Q9Y5J7;A0A1W2PRH9;A0A1W2PQS5;G3V502;G3V2F3	TIMM9	mitochondrion	-0.72028273	-5.2806015	-0.3835206	5.4531145	8.767234
Q9NPL8;C9JU35	TIMMDC1	mitochondrion	-0.7592851	-5.3999977	-0.458541	5.6508327	8.680814
P17152;B7Z587	TMEM11	mitochondrion	-0.7085501	-5.493599	-0.49566385	5.6982503	8.657849
Q9H061;E9PI90	TMEM126A	mitochondrion	-1.0462507	-6.369038	-0.185488	6.4514923	8.198439
A0A024R5L4;A0A024R5P3	TMEM126B	mitochondrion	-2.4595776	-6.8773937	1.2372286	6.8327603	7.4490404
Q8IUX1;B4DP48	TMEM126B	mitochondrion	-1.3838397	-6.3158913	0.17116827	6.4120083	8.152594
Q9NX00	TMEM160	mitochondrion	-1.8968787	-6.6651845	0.74274325	6.6455827	7.83118
B3KUD0;A0A024RAE5;Q53S58;B4DR32	TMEM177	mitochondrion	-1.2396162	-6.5782585	-0.026807643	6.6437635	8.07542
Q9NWH2;Q5T2S1	TMEM242	mitochondrion	-2.4137418	-6.85457	1.1132354	6.798636	7.5310855
Q6PI78	TMEM65	mitochondrion	-1.514399	-6.5218697	0.21950074	6.594197	7.9647107
Q9BUB7;L0R5D5	TMEM70	mitochondrion	-0.4506339	-5.406669	-0.7539053	5.702807	8.745866
Q9NVH6	TMLHE	mitochondrion	-1.2271497	-6.574881	0.001354643	6.6902194	8.038105
A0A024R3W2;Q15388	TOMM20	mitochondrion	-1.1409761	-5.6293383	-0.08871529	5.9332833	8.669044
Q9NS69;Q549C5;Q53GB0	TOMM22	mitochondrion	-1.6280922	-5.796492	0.41043454	5.9607506	8.372614
O96008;K7EJ57	TOMM40	mitochondrion	-0.50907165	-5.5871596	-0.7765829	5.771384	8.733461
Q8N4H5;F8W8Z9	TOMM5	mitochondrion	-0.3167538	-5.404106	-0.80826724	5.644998	8.696667
Q96B49	TOMM6	mitochondrion	-1.4963142	-5.741792	0.32473728	5.949696	8.449322
Q75MR5;Q9P0U1;B5MD00	TOMM7	mitochondrion	-1.6775541	-6.3624415	0.52293056	6.512424	7.9621115
O94826;B4DZ87	TOMM70	mitochondrion	-1.4249364	-5.3568373	0.23644412	5.595353	8.627184
E5KMK7;E5KMK6;E5KMK5;Q969P6	TOP1MT	mitochondrion	-2.4342916	-6.845914	1.2215271	6.823368	7.4660854
Q13472	TOP3A	mitochondrion	-2.2898777	-6.7353573	0.952023	6.675451	7.669174
J3KPT4;Q9H4I3;Q6XYC5;A0A024R500	TRABD	mitochondrion	-1.2065164	-6.6293607	-0.023258915	6.695538	8.041852
A0A140VJY2;Q12931;Q9BV61;Q53FS6	TRAP1	mitochondrion	-1.5393057	-5.7252026	0.32725453	5.9721828	8.43831
O43715	TRIAP1	mitochondrion	-2.0769982	-6.3154893	0.73651826	6.2776423	7.996343
O75962;A0A2X0SFJ0;D3DTD2;E7EWP2;E7EPJ7;F5H228;B4E3M5	TRIO	mitochondrion	-2.4446213	-6.795851	1.2181699	6.633611	7.6262
Q9H3H1;Q53F11;Q3T7C7;S4R2Z0;Q3T7C5;I6L9K0	TRIT1	mitochondrion	-2.0822046	-6.6842465	0.813038	6.716454	7.65611
A0A024R7I5;Q9NXH9;A8K8L2;K7EQQ8;A0A024R7G3	TRMT1	mitochondrion	-2.2634914	-6.382202	0.92409533	6.4713798	7.6168075
Q7L0Y3;C9JVB6	TRMT10C	mitochondrion	-1.5479474	-5.593552	0.3587619	5.8078747	8.3931675
Q7Z4G4;K7ENP1	TRMT11	mitochondrion	-1.1645259	-6.6110086	-0.058703385	6.714517	8.031588
A0A024RCF5;Q96GJ1;B2RE31;A0A024RCG1	TRMT2B	mitochondrion	-2.1817617	-6.7916446	0.8830417	6.816869	7.6413474
Q32P41	TRMT5	mitochondrion	-2.1504197	-6.5817366	0.88333106	6.6046476	7.6757083
Q9BVS5;F8WDR2	TRMT61B	mitochondrion	-1.3330003	-6.5972605	0.08988226	6.702451	8.005045
O75648;A0A2R8Y4R7;A0A2R8Y6L6;B4DHM1	TRMU	mitochondrion	-1.5033301	-6.696588	0.32710522	6.7127314	7.9127703
A0A024R2H7;Q96Q11	TRNT1	mitochondrion	-1.6090032	-6.6098347	0.29632914	6.6790314	7.904604
H0Y4W2;F2Z2U4;Q59FH1	TRRAP	mitochondrion	-8.120999	-9.808969	6.129738	9.064048	6.34472
Q8WWH5;B4DZ90	TRUB1	mitochondrion	-0.5840265	-5.614125	-0.6105904	5.8072257	8.48735
A0A024R886;O95900	TRUB2	mitochondrion	-1.2167685	-6.444149	0.04859404	6.573844	8.109462
E5KS95;P43897;B4DHY8;C9JT21	TSFM	mitochondrion	-0.68539804	-5.3228273	-0.4742537	5.615719	8.885107
Q13850;B1AH87;P30536	TSPO	mitochondrion	-1.7770839	-6.559531	0.58823055	6.615097	7.829094
Q53EW8;A0A384NKQ2;Q16762;B4DVZ4	TST	mitochondrion	-0.26757142	-5.478826	-0.9540706	5.7896395	8.71222
A0A024RD83;Q6DKK2	TTC19	mitochondrion	-1.2672384	-6.485176	0.040075783	6.618421	8.010437
P49411;A0A384ME17	TUFM	mitochondrion	-1.5408756	-5.5646553	0.3294156	5.7523837	8.434841
E5KSY5;Q96RR1;Q9H6V3	TWNK	mitochondrion	-1.7422472	-6.637254	0.50847656	6.6264954	7.9339757
B4DX69;A0A1S5UZH5;Q99757;M0QXH0	TXN2	mitochondrion	-0.76344115	-5.8376713	-0.3980271	5.9537635	8.441087
Q59ET7;Q17RE6;A0A182DWF2;A0A182DWF3;Q9NNW7;D3YTF8;A0A096LPK7	TXNRD2	mitochondrion	-1.9688326	-6.5657973	0.71510667	6.5761714	7.844579
Q3KRB6;Q9NVA1;B7Z314;F6UTR7;B1AKV3;B7Z1C6;B1AKV4	UQCC1	mitochondrion	-0.42731974	-5.7440686	-0.88440794	5.961502	8.73778
Q9BRT2;V5IRT4;Q5TAQ0	UQCC2	mitochondrion	-1.1118913	-5.7475276	-0.09922493	5.9968343	8.543656
Q6UW78	UQCC3	mitochondrion	-1.418725	-6.7152762	0.19275004	6.7837625	7.899057
A0A0A8K8N9;Q4G0I0	UQCC4	mitochondrion	-0.9831524	-6.0803246	-0.22481729	6.2910805	8.390406
Q8WVI0	UQCC5	mitochondrion	-1.3624603	-6.2525687	0.119823106	6.352621	8.234701
Q69YU5	UQCC6	mitochondrion	-0.23350424	-5.291541	-1.0059963	5.58424	8.797781
Q9UDW1;Q9NZY4;Q9P012	UQCR10	mitochondrion	-0.41900718	-5.335587	-0.73764676	5.5939064	8.769701
O14957	UQCR11	mitochondrion	-1.5329187	-5.8319263	0.39702666	6.038828	8.319234
P14927;B2R4A2	UQCRB	mitochondrion	-0.74274594	-5.4380546	-0.38351762	5.793463	8.81525
P31930;B4DUL5	UQCRC1	mitochondrion	-1.3894253	-5.373909	0.23851895	5.654009	8.687594
P22695;H3BRG4;H3BSJ9;H3BP04	UQCRC2	mitochondrion	-1.4263588	-5.425842	0.30026677	5.7203684	8.532435
A0A384NPX8;A0A384MTZ1;P47985;P0C7P4	UQCRFS1	mitochondrion	-1.4758995	-5.344898	0.26909792	5.5981283	8.590067
P07919;Q567R0;A0A096LP55	UQCRHL	mitochondrion	-0.80765414	-5.193102	-0.3977761	5.452619	8.791471
O14949;B7Z4A1	UQCRQ	mitochondrion	-1.2884686	-5.288436	0.115869485	5.519177	8.729857
A0A024RBM3;Q70CQ3;B3KUS5	USP30	mitochondrion	-1.2384628	-6.6388593	0.017592259	6.761147	7.9769464
A0A1U9X9B9;B4E0K6;A0A0G2JL52;B7ZL25;B2RDZ1	VARS2	mitochondrion	-1.436267	-6.60735	0.17159566	6.6684184	7.9938493
A0A1L1UHR1;P21796;B3KTS5;C9JI87	VDAC1	mitochondrion	-1.595792	-5.652129	0.41936556	5.826498	8.426355
A0A024QZT0;P45880;A0A0A0MR02;A0A024QZN9;Q5JSD2;B4DKM5	VDAC2	mitochondrion	-1.5349265	-5.513798	0.379056	5.7317395	8.489265
Q9Y277;E5RJN6;E5RHZ6;E5RFP6;E5RHE1	VDAC3	mitochondrion	-1.2522355	-5.3846917	0.025329564	5.6126375	8.6615715
Q96RL7;A0A024R238;A0A024R223	VPS13A	mitochondrion	-1.7629225	-5.9867997	0.5028393	6.095496	8.24741
A3KMH1	VWA8	mitochondrion	-0.6573471	-6.231009	-0.47753885	6.474886	8.390351
Q9UGM6;B7Z5X7;B7Z6G7	WARS2	mitochondrion	-0.8337219	-6.1409893	-0.29282755	6.369754	8.394078
Q9NQH7	XPNPEP3	mitochondrion	-0.4345203	-5.833315	-0.78033453	6.132048	8.577455
