Group	Comparison	log2FC	padj	AvgIntensity	Gene	significant
KrasG12V	KrasG12V__vs__GFP8ng	0.733601560564933	7.51292978003385e-08	9.39869999630275	PIK3R2	1.5
KrasG12V	KrasG12V__vs__GFP8ng	0.0239221429455299	0.569679643589626	11.5280948441354	PIK3R3	0
KrasG12V	KrasG12V__vs__GFP8ng	1.08123551675032	6.2952996316146e-07	10.3712237521336	PLCE1	1.5
KrasG12V	KrasG12V__vs__GFP8ng	2.60076023031178	3.07040646329934e-11	9.13814255040578	RADIL	1.5
KrasG12V	KrasG12V__vs__GFP8ng	3.95214218192912	1.25619855602005e-13	10.1421847749267	RAF1	1.5
KrasG12V	KrasG12V__vs__GFP8ng	0.836427167414845	1.46841241923264e-08	8.9770924382477	RALGDS	1.5
KrasG12V	KrasG12V__vs__GFP8ng	0.389676264087642	1.11006740789697e-05	10.6550703526598	RAPGEF2	0
KrasG12V	KrasG12V__vs__GFP8ng	0.68080658832082	4.02860190597566e-06	9.86850407425038	RAPGEF4	0
KrasG12V	KrasG12V__vs__GFP8ng	0.604349376807578	9.25826485391632e-08	10.1906401728815	RAPGEF6	0
KrasG12V	KrasG12V__vs__GFP8ng	2.14316265810966	4.22190414928819e-08	12.104506089006	RASSF5	1.5
KrasG12V	KrasG12V__vs__GFP8ng	4.38648130530838	5.14608280136468e-06	10.1550719933205	RGL1	1.5
KrasG12V	KrasG12V__vs__GFP8ng	3.00197499644332	1.14532429626778e-08	8.54459054814281	RGL2	1.5
KrasG12V	KrasG12V__vs__GFP8ng	0.0923179899276487	0.0330034448167148	9.44365390197919	SNX27	0
